no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,490,2019,7,29,Online,0,0,0,90,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,11,1,Corporate,1,1,5,65,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,97,2018,5,24,Online,0,0,0,140.4,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,31,2018,4,14,Online,0,0,0,94.5,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,152,2019,5,12,Online,0,0,0,144,1,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,6,5,Online,0,0,0,109,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,11,12,Online,0,0,0,105,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,86,2018,4,17,Online,0,0,0,107.95,1,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 7,3,2018,10,7,Online,0,0,0,215.6,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,282,2019,7,5,Online,0,0,0,141.3,1,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,197,2018,8,1,Online,0,0,0,85.5,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,205,2019,8,15,Online,0,0,0,123.3,2,Canceled
3,0,1,5,Meal Plan 1,0,Room_Type 1,68,2019,3,13,Online,0,0,0,98.94,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,143,2018,7,12,Online,0,0,0,105.3,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,95,2019,6,27,Online,0,0,0,126,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,141,2019,6,16,Offline,0,0,0,98.1,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,38,2019,1,14,Corporate,0,0,0,75,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,105,2019,3,31,Online,0,0,0,110.7,1,Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Online,0,0,0,1,0,Not_Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,175,2019,4,29,Online,0,0,0,189,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,6,15,Online,0,0,0,156,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,11,16,Online,0,0,0,73.15,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Online,0,0,0,110,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2019,5,23,Online,0,0,0,104,0,Not_Canceled
2,1,1,0,Not Selected,0,Room_Type 1,11,2017,9,13,Online,0,0,0,87.4,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,185,2018,12,16,Online,0,0,0,79.2,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,160,2018,6,30,Online,0,0,0,90.95,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,145,2019,6,17,Online,0,0,0,117,0,Canceled
1,0,0,5,Meal Plan 1,0,Room_Type 1,119,2019,4,4,Online,0,0,0,109.8,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,217,2019,4,17,Online,0,0,0,110,2,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2019,2,12,Offline,0,0,0,80,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,10,18,Online,0,0,0,91.48,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,150,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2,2018,3,22,Online,0,0,0,89,0,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,311,2019,6,25,Online,0,0,0,99,0,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,14,2018,8,17,Online,0,0,0,91.43,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,Offline,0,0,0,140,0,Not_Canceled
2,1,1,4,Meal Plan 1,0,Room_Type 1,91,2019,4,17,Offline,0,0,0,100,0,Not_Canceled
1,1,2,5,Not Selected,0,Room_Type 1,37,2017,10,24,Online,0,0,0,87.78,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,9,9,Online,0,0,0,80.85,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,140,2019,5,4,Online,0,0,0,126,3,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,86,2018,3,31,Online,0,0,0,82.45,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,109,2018,10,11,Online,0,0,0,108,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,72,2018,4,2,Online,0,0,0,96.3,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,196,2018,8,22,Online,0,0,0,99.45,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2019,2,20,Online,0,0,0,98,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,56,2018,5,13,Online,0,0,0,140.4,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,126,2018,8,15,Online,0,0,0,126,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Online,0,0,0,78,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,11,6,Online,0,0,0,146.6,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2019,1,27,Online,0,0,0,71.69,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,10,10,Online,0,0,0,118.8,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,10,6,Online,0,0,0,145,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,86,2018,4,6,Online,0,0,0,84.58,0,Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,9,2019,2,11,Online,0,0,0,66.64,0,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled
2,0,4,10,Meal Plan 1,0,Room_Type 4,147,2018,8,3,Online,0,0,0,118.88,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,92,2018,5,30,Offline,0,0,0,101.52,0,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,285,2019,5,8,Online,0,0,0,142.2,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,87,2017,9,11,Corporate,0,0,0,100,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,23,2019,2,3,Online,0,0,0,88,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,3,20,Offline,0,0,0,58,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2019,1,6,Online,0,0,0,104,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,34,2019,5,26,Online,0,0,0,190,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,127,2018,3,23,Offline,0,0,0,61.5,2,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,156,2018,8,24,Online,0,0,0,87.3,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2017,7,16,Online,0,0,0,76.5,1,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,211,2018,12,16,Online,0,0,0,63.75,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,95,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,11,19,Offline,0,0,0,75,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70,0,Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 5,69,2019,5,13,Online,0,0,0,222,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,111,2018,5,2,Online,0,0,0,101.58,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,34,2018,8,21,Offline,0,0,0,85,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,17,2018,12,3,Online,0,0,0,98.39,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,288,2019,7,16,Online,0,0,0,107.1,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,64,2019,2,6,Online,0,0,0,93.6,1,Not_Canceled
1,0,0,0,Meal Plan 1,0,Room_Type 1,4,2018,2,27,Complementary,0,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,119,2019,6,25,Online,0,0,0,126,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,9,22,Online,0,0,0,106.07,1,Not_Canceled
2,0,0,4,Not Selected,1,Room_Type 1,27,2019,8,15,Online,0,0,0,169,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,18,Offline,0,0,0,105,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,9,22,Online,0,0,0,145,2,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,106.03,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Online,0,0,0,114.3,1,Not_Canceled
1,0,1,1,Not Selected,0,Room_Type 1,13,2018,12,5,Online,0,0,0,88,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,15,Online,0,0,0,89.25,2,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 4,78,2018,3,20,Online,0,0,0,86.32,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,3,2019,2,23,Online,0,0,0,118,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,103,2017,8,22,Online,0,0,0,55.96,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,24,2019,6,5,Online,0,0,0,140,2,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,0,2018,6,8,Online,0,0,0,109,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,118,2018,3,1,Offline,0,0,0,86,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,56,2018,9,5,Online,0,0,0,118.95,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,130,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,111,2019,6,20,Online,0,0,0,108,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,70,2018,4,14,Online,0,0,0,90.56,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,210,2019,8,18,Online,0,0,0,117.72,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,76,2018,4,1,Online,0,0,0,87.3,1,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,144,2018,5,27,Online,0,0,0,177.65,1,Canceled
1,2,2,2,Meal Plan 1,0,Room_Type 6,4,2017,9,19,Online,0,0,0,200.75,2,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,15,2018,3,18,Online,0,0,0,127,1,Not_Canceled
1,0,1,0,Not Selected,0,Room_Type 1,19,2019,1,30,Online,0,0,0,60.06,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,2,5,Online,0,0,0,72.9,0,Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,49,2018,5,7,Online,0,0,0,159.3,0,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,77,2018,5,12,Online,0,0,0,135.15,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,10,28,Offline,0,0,0,90,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2017,10,18,Online,0,0,0,114,0,Not_Canceled
2,1,0,1,Meal Plan 1,1,Room_Type 1,58,2018,6,21,Online,0,0,0,125.1,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 4,0,2019,7,31,Online,0,0,0,69.7,0,Not_Canceled
2,0,2,6,Not Selected,0,Room_Type 1,4,2017,8,14,Online,0,0,0,95.13,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 5,117,2018,4,29,Online,0,0,0,105.84,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,36,2018,12,26,Online,0,0,0,102,0,Canceled
2,1,2,6,Meal Plan 1,0,Room_Type 1,224,2019,8,9,Online,0,0,0,148.5,1,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,35,2018,12,2,Online,0,0,0,74.8,2,Not_Canceled
2,2,0,3,Meal Plan 1,1,Room_Type 6,178,2019,7,5,Online,0,0,0,179.1,1,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,25,2019,6,12,Online,0,0,0,109,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,226,2019,5,25,Online,0,0,0,125.1,2,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,31,2018,4,24,Online,0,0,0,94.5,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,112,2019,8,10,Online,0,0,0,195,0,Canceled
2,0,2,4,Not Selected,0,Room_Type 1,79,2018,6,16,Online,0,0,0,120.6,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2017,10,9,Online,0,0,0,139.33,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,9,3,Online,0,0,0,105,0,Not_Canceled
2,0,2,8,Meal Plan 1,0,Room_Type 1,53,2019,3,29,Offline,0,0,0,80.8,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,26,2019,5,17,Offline,0,0,0,130,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,12,2018,9,14,Corporate,0,0,0,100,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,33,2018,2,8,Online,0,0,0,80.3,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 1,78,2018,3,24,Online,0,0,0,105.3,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,18,2018,5,31,Online,0,0,0,112.8,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,151,0,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,22,2019,3,1,Online,0,0,0,74.8,1,Not_Canceled
2,0,4,6,Meal Plan 1,0,Room_Type 1,3,2019,8,6,Offline,0,0,0,89,0,Not_Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,73,2019,5,27,Online,0,0,0,270,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,13,2019,3,1,Online,0,0,0,91.8,3,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,11,9,Online,0,0,0,91,1,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,8,2019,4,21,Offline,0,0,0,75,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,54,2019,3,10,Online,0,0,0,79.2,0,Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,82,2019,4,12,Offline,0,0,0,115,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,394,2019,5,16,Online,0,0,0,107,1,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,8,13,Online,0,0,0,146.7,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,43,2017,10,2,Offline,0,0,0,58.4,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2019,7,6,Online,0,0,0,160,2,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,177,2018,7,26,Online,0,0,0,80.75,1,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,47,2018,5,21,Offline,0,0,0,76.5,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,57,2018,9,7,Online,0,0,0,140.13,0,Not_Canceled
2,0,2,4,Not Selected,0,Room_Type 1,60,2017,11,15,Online,0,0,0,76,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,16,Online,0,0,0,200,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,1,2019,3,22,Online,0,0,0,89,1,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,71,2018,10,18,Online,0,0,0,108,1,Not_Canceled
1,0,0,0,Meal Plan 1,0,Room_Type 1,23,2019,1,11,Online,0,0,0,0,2,Not_Canceled
3,0,2,3,Meal Plan 2,0,Room_Type 4,111,2018,7,23,Online,0,0,0,189,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,1,2018,6,11,Online,0,0,0,166,3,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,4,2018,1,16,Online,0,0,0,67.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2017,9,14,Online,0,0,0,78.54,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,209,2018,11,6,Online,0,0,0,152.1,1,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115,0,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,53,2017,9,2,Online,0,0,0,66.53,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,12,Complementary,1,0,1,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,97,2019,5,8,Online,0,0,0,79,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,16,2019,4,18,Online,0,0,0,115,2,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,204,2019,7,29,Offline,0,0,0,75.65,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,302,2018,12,29,Online,0,0,0,90.3,2,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 1,79,2019,4,11,Online,0,0,0,120,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,11,Corporate,0,0,0,75,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,8,28,Online,0,0,0,115.37,1,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,57,2018,12,9,Online,0,0,0,126,2,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,6,12,Online,0,0,0,94.35,1,Not_Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,109,2018,7,6,Online,0,0,0,118.46,4,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Online,0,0,0,90.6,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,82.9,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Online,0,0,0,95.33,1,Not_Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 4,40,2018,4,21,Online,0,0,0,135.64,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,6,18,Offline,0,0,0,122.4,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,41,2018,5,9,Online,0,0,0,116.1,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,167,2018,6,28,Online,0,0,0,62.18,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,62,2018,3,9,Online,0,0,0,63.75,0,Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,113,2018,9,7,Online,0,0,0,118.8,0,Canceled
2,0,0,2,Not Selected,1,Room_Type 1,1,2018,8,10,Online,0,0,0,167,0,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,84,2018,5,13,Online,0,0,0,187.85,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,211,2019,8,3,Online,0,0,0,115.63,0,Canceled
0,2,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Online,0,0,0,108.38,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,9,2018,9,7,Complementary,1,0,3,0,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,128.7,0,Canceled
2,0,2,2,Meal Plan 1,1,Room_Type 4,112,2019,5,27,Online,0,0,0,153,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,80,2018,3,17,Online,0,0,0,80.33,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,3,2019,4,27,Online,0,0,0,189,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,8,22,Online,0,0,0,140,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,104,2019,4,30,Online,0,0,0,123,0,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,Online,0,0,0,76.5,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,178,2019,7,7,Online,0,0,0,143.1,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,5,1,Online,0,0,0,105.3,1,Not_Canceled
2,0,1,4,Not Selected,0,Room_Type 1,152,2019,2,13,Online,0,0,0,54.71,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,118,2018,4,3,Online,0,0,0,87.3,1,Canceled
2,0,2,6,Meal Plan 2,0,Room_Type 1,40,2019,6,10,Online,0,0,0,149.75,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,88,2019,5,7,Online,0,0,0,89.1,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,199,2019,4,23,Online,0,0,0,123.84,0,Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,83,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,99.45,1,Not_Canceled
2,1,2,1,Meal Plan 2,0,Room_Type 1,27,2017,12,27,Offline,0,0,0,104.5,3,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,19,2019,7,10,Online,0,0,0,130,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,467,2019,7,28,Online,0,0,0,90,0,Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,2,2018,11,16,Online,0,0,0,92.54,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,1,2,Offline,1,1,0,63,1,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,122,2019,1,28,Online,0,0,0,103.7,1,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,31,2019,6,12,Online,0,0,0,132,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,58,2019,7,15,Online,0,0,0,152,1,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,5,16,Online,0,0,0,103,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,2,20,Online,0,0,0,130,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,61,2018,3,23,Online,0,0,0,117,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2017,12,29,Offline,0,0,0,60.5,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,8,1,Online,0,0,0,135.9,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,249,2019,5,25,Online,0,0,0,125.1,1,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,7,25,Online,0,0,0,151,1,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 4,13,2019,3,19,Online,0,0,0,110.18,0,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,22,2018,9,16,Online,0,0,0,239,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2017,12,26,Online,0,0,0,59.09,0,Not_Canceled
3,2,0,1,Meal Plan 1,0,Room_Type 7,60,2019,4,7,Online,0,0,0,209.84,1,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,7,9,Online,0,0,0,103.09,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,2,28,Offline,0,0,0,87,0,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,27,2018,4,17,Online,0,0,0,137,0,Canceled
2,2,2,5,Meal Plan 1,0,Room_Type 6,55,2019,1,16,Online,0,0,0,147.9,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,109,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,114,2019,6,29,Online,0,0,0,171,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,23,2019,6,7,Offline,0,0,0,166.5,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,189,2018,7,17,Online,0,0,0,99.45,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115,1,Canceled
